"gene","constitutiveexons","ESTcount","alt3EST","alt5EST","alt3.5EST","GeneLength","TranscriptCount","GCcontent","NumJunctions","IntronicLength"
"TNFAIP3",9,191,3,0,0,16124,11,43.97,14,11085
"ARG1",6,344,3,5,0,11188,7,37.97,39,9231
"PMFBP1",21,201,3,4,0,64721,11,43.3,113,59058
"RXYLT1",1,58,0,0,0,29755,8,38.5,24,21958
"ARMC2",17,183,0,2,0,126056,5,41.62,43,121827
"CASQ2",10,200,0,1,0,68774,2,43.23,20,66017
"PKD2",14,174,1,0,0,70109,7,40.51,48,64625
"SPP1",6,6507,2,9,0,7776,11,36.31,47,5463
"RAB3GAP2",34,689,3,1,0,124161,10,37.8,71,112874
"WDR35",27,289,0,2,0,79871,6,36.9,124,72063
"CCND2",3,72,0,1,0,31578,4,49.13,8,24428
"NDUFB3",3,112,3,0,0,14317,4,41.49,10,13219
"SATB2",11,134,0,1,0,201766,11,38.72,59,192630
"TRPM6",39,429,0,0,0,165599,5,39.99,241,156355
"TJP2",24,1084,0,0,0,133944,12,43.45,132,127413
"CPSF3",22,1661,5,3,0,49533,5,42.1,44,45782
"SET",6,1073,1,0,0,12976,11,49.47,51,8634
"GLE1",19,724,0,1,0,37588,3,45.27,47,34078
"TRIM32",1,2,0,0,0,13998,3,43.3,4,10221
"NDUFA8",2,319,0,3,0,15761,1,41.5,6,26005
"NR4A3",7,33,0,0,0,45036,4,42.99,17,38731
"INVS",24,331,2,0,0,201744,7,38.92,69,195525
"ALG2",1,20,1,0,0,5530,3,42.69,4,2553
"CSF3R",20,383,5,1,0,17235,15,53.16,164,8824
"KDSR",10,1134,0,1,0,39784,12,42.29,46,30509
"VSX2",3,9,0,0,0,23266,1,53.78,4,20276
"NEK9",23,332,0,1,0,47991,11,42.1,77,37228
"IFT43",14,499,8,1,0,182449,12,43.54,56,178289
"NPC2",3,1262,0,4,0,17985,9,43.65,32,15243
"DNAL1",8,115,0,0,0,58857,9,40.53,57,49983
"IRF2BPL",11,519,4,2,1,4156,1,62.81,0,68634
"LTBP2",34,245,0,0,0,114208,6,51.68,117,105160
"MLH3",13,171,1,0,0,37768,13,41.37,99,29420
"TTLL5",39,666,9,2,0,321453,22,40.03,169,309353
"FLVCR2",9,154,0,0,0,84597,13,45.48,57,79702
"ABCD4",17,838,4,4,0,17633,28,51.47,188,8878
"DLST",13,1474,15,2,0,21854,16,44.92,118,17319
"TGFB3",6,69,1,0,0,24892,7,48.99,20,19989
"ALDH6A1",12,1133,1,5,0,27643,7,43.41,50,20974
"GPR68",11,519,4,2,1,21393,4,51.9,6,18119
"ESRRB",10,53,0,0,0,191227,8,48.68,56,187152
"EIF2B2",6,404,2,2,0,9455,7,44.08,27,4016
"COQ6",13,703,0,0,0,13744,20,45.54,104,7071
"DNMT3A",23,456,1,0,0,114735,15,53.43,141,102743
"BCL11A",7,87,0,2,0,102400,11,44.56,36,94134
"CRIPT",4,409,0,0,0,9326,2,39.14,8,6771
"EPCAM",8,624,0,0,0,42443,6,44.35,36,39934
"SLC17A5",10,236,0,0,0,60776,2,42.24,21,57183
"MXI1",6,360,2,3,0,79760,10,40.13,46,75163
"HELLS",24,813,0,7,0,112471,12,38.96,137,58034
"TCTN3",12,967,2,1,0,30747,7,39.54,55,27537
"WDR11",29,823,4,4,0,58349,17,36.82,135,47543
"CFAP58",1,11,0,0,0,101326,2,39.9,28,97797
"CPN1",7,87,0,0,0,39684,2,43.88,12,37806
"KANSL1",14,227,2,0,0,195473,35,40.92,111,181550
"HOXB1",11,519,4,2,1,2471,2,58.41,1,68634
"MSX2",11,519,4,2,1,6360,2,47.07,2,4092
"TEK",21,333,2,4,0,121034,5,40.55,72,116289
"GRIA2",21,368,4,1,0,161893,14,34.59,122,152973
"MRPS14",3,190,0,0,0,12636,3,40.16,6,10047
"GORAB",5,68,1,9,0,21317,6,36.49,18,17551
"ACAT2",7,1379,1,3,0,18727,3,44.57,23,14419
"KCNJ5",2,11,0,0,0,29679,3,50.03,6,23574
"TEX11",29,373,1,0,0,379791,4,38.73,105,376452
"ARR3",15,231,0,4,0,13535,5,43.71,40,11832
"SLC10A7",11,302,0,0,0,267989,9,36.95,71,261317
"TNFSF11",5,48,0,0,0,45277,5,41.03,24,42552
"UFM1",6,923,3,3,0,13770,5,33.9,21,9394
"SMAD9",6,63,0,0,0,75934,4,41.07,17,70219
"ALG5",10,570,2,1,0,50486,5,39.26,35,48304
"EXOSC8",12,1303,12,1,0,10797,11,40.36,71,7179
"TGFBI",20,10274,8,9,0,34923,15,48.98,118,27105
"SIL1",13,996,4,0,0,346837,15,44.78,73,342850
"MYOT",10,267,7,3,0,20060,8,37.01,40,17177
"KDM3B",24,451,4,0,0,84432,9,43.18,106,76496
"PLS1",17,278,0,0,0,117277,12,38.52,79,112005
"TMPO",8,184,1,0,0,34867,13,39.75,48,26285
"TNFRSF10B",10,652,0,5,0,49046,8,43.23,45,43898
"CHRNA2",7,123,5,2,0,20122,13,50.76,44,15323
"EPHX2",18,1076,4,1,0,54785,12,47.54,122,50332
"RNF170",6,191,0,2,0,47653,9,42.83,44,41608
"UBIAD1",11,519,4,2,1,22843,4,48.21,8,17766
"TARDBP",6,1708,6,1,0,14076,31,43.58,40,8771
"SPOP",18,2082,1,3,0,79350,22,40.44,124,72989
"TBX2",5,78,1,0,0,9570,4,61.32,17,3546
"TBX4",10,58,1,0,0,32706,7,52.81,38,28723
"TEX14",33,255,4,0,0,135377,6,45.25,134,130088
"NCAPH",16,820,92,4,0,38058,7,45.2,81,34798
"LRAT",2,7,0,0,0,126173,8,37.8,19,118622
"PYROXD1",12,286,0,1,0,33637,9,36.31,67,27925
"KCNJ8",1,13,0,0,0,10626,2,40.62,3,8146
"LHX4",4,46,1,0,0,48696,3,51.4,9,42641
"RNF2",6,283,0,3,0,57244,4,39.39,18,53179
"CSTA",1,59,0,0,0,16728,2,41.8,3,15358
"GJA8",11,519,4,2,1,1301,1,59.45,1,5085
"MAPK8IP1",10,206,0,0,0,20814,3,58.04,23,17329
"PEX16",10,384,1,3,0,9143,11,58.04,64,6144
"CAT",13,784,2,3,0,33137,5,40.6,17,29803
"ZMYM2",30,585,1,2,0,133159,11,37.62,123,121614
"GJB6",3,102,3,0,0,10424,5,46.33,11,8186
"GJA3",11,519,4,2,1,22794,1,45.61,1,17585
"POLR3GL",6,312,0,0,0,14146,4,44.9,19,12355
"GHSR",11,519,4,2,1,3323,2,44.58,1,2079
"PIK3CA",19,285,0,1,0,91979,4,35.78,27,82591
"LIAS",9,250,0,0,0,26522,22,41.64,45,16201
"HPCA",2,70,0,0,0,12447,5,57.12,10,10462
"LRIF1",2,25,0,0,0,16894,3,36.58,7,13277
"CLCC1",11,281,17,0,0,33949,9,41.67,82,28998
"GPSM2",16,346,16,0,0,59195,6,38.78,41,51113
"CXCR4",11,519,4,2,1,3816,3,52.06,2,1595
"FLT3",23,150,0,0,0,97318,3,43.22,94,93176
"RPL21",4,7091,2,7,0,5382,10,41.95,37,3139
"XPNPEP2",19,104,0,0,0,30564,2,49.75,25,27085
"SASH3",8,218,2,0,0,15222,2,52.69,8,12519
"OCRL",23,376,3,0,0,52712,4,39.83,58,46959
"MRPS2",4,330,1,2,0,4689,8,63.07,24,2233
"TBX22",7,45,0,2,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"PLG",17,839,1,2,0,51077,12,40.43,46,44713
"COPA",36,3312,10,4,0,54127,7,40.67,77,47928
"CD244",8,123,3,0,0,32695,5,43.79,41,29847
"SERAC1",19,313,2,0,0,58755,7,39.81,51,54683
"ANXA11",20,2342,3,1,0,54683,10,50.39,121,45935
"LDB3",14,1703,13,5,0,67619,9,53,88,60957
"RPL5",10,8095,16,7,0,9899,5,40.34,21,7017
"ZNF644",8,127,0,1,0,106974,12,36.39,28,99381
"BBS9",22,362,3,2,0,476824,16,37.38,167,471024
"PMS2",13,325,11,2,0,35886,7,45.05,53,31964
"KLHL7",10,466,1,2,0,72156,13,38.72,99,64671
"HNRNPA2B1",11,1752,8,0,0,11602,8,40.07,54,4070
"NT5C3A",9,578,4,0,0,48683,14,37.98,72,45212
"MRM2",1,1,0,1,0,7967,5,49.95,11,5137
"TWIST1",11,519,4,2,1,96681,3,37.36,6,94654
"DNAI1",20,454,3,4,0,63575,9,47.92,54,59722
"KIAA1549",18,208,0,0,0,149937,2,44.25,56,137494
"AKR1D1",11,113,1,0,0,115662,6,39.29,34,112581
"SFTPA1",4,111,13,13,16,4516,6,54.37,33,2071
"NEUROG3",11,519,4,2,1,1540,1,64.24,1,166
"PLAU",10,1261,0,2,0,8320,5,53.49,38,5383
"CHST3",1,2,0,0,0,49199,1,51.39,2,42232
"BICC1",19,84,1,1,0,318297,3,37.96,30,311750
"EGR2",2,10,7,0,0,107904,6,42.64,13,104225
"CIT",46,440,9,1,0,191501,19,43.74,233,178318
"IFT81",21,393,0,0,0,94462,9,39.9,89,87480
"ACADS",9,352,2,0,0,14273,3,55.49,20,11635
"MED13L",29,325,2,0,0,323466,10,37.29,43,306651
"CDKN2C",1,18,0,0,0,13888,3,40.97,6,10574
"ITPR2",56,308,1,0,0,496683,10,38.25,95,483993
"GIPC1",8,600,1,0,0,18389,13,53.7,57,13957
"ATP7B",24,267,1,1,0,81689,16,44.7,136,72009
"OPTN",16,745,18,0,0,38859,12,42.4,102,33741
"TSFM",9,600,0,0,0,25482,10,44.22,57,22318
"NCKAP1L",29,1140,1,0,0,50527,8,42.6,103,39963
"MMP19",7,182,4,3,0,7533,9,51.02,47,2867
"HOXC13",11,519,4,2,1,7779,1,49.09,1,5358
"LRP1",89,1406,0,3,0,84858,12,56.25,140,64108
"SARDH",19,375,3,0,0,76395,8,56.35,94,71028
"DBH",10,222,1,0,0,22984,2,56.47,13,20232
"STIL",16,200,15,3,0,64008,9,40.02,108,56735
"COL10A1",1,3,0,0,0,39824,4,35.46,6,36012
"NDUFAF4",2,123,0,1,0,8568,3,38.11,6,6032
"USP45",16,212,2,0,0,89349,13,37.98,136,81311
"PLP1",10,7563,11,746,2,18901,23,44.51,72,12840
"TTC21B",30,284,1,0,0,96368,8,36.17,69,88865
"KCNJ2",11,519,4,2,1,11375,2,41.95,2,5801
"EXOSC9",14,626,0,3,0,15704,12,37.71,84,11005
"B9D2",3,66,0,0,0,9752,3,52.34,9,8442
"COQ8B",1,19,0,0,0,26678,17,52.66,115,21209
"AGO2",17,252,0,0,0,115463,10,51.18,64,99652
"OBSL1",20,238,1,1,0,21130,15,58.29,123,11419
"SLC12A5",27,384,3,2,0,38462,25,53.29,66,31699
"PIGT",11,2770,19,22,1,40867,72,45.92,72,7944
"VAPB",6,446,0,1,0,61979,6,42.86,21,51402
"ATP5F1E",11,519,4,2,1,6915,3,39.46,5,1791
"ARFGEF2",39,328,1,1,0,114803,2,43.19,39,105897
"ZNFX1",12,190,1,0,0,40480,6,45.85,56,31157
"EDN3",4,35,0,2,0,25565,5,49.22,19,22895
"PTGIS",8,97,0,0,0,64272,2,46.17,17,58703
"STX16",8,269,1,6,0,28273,20,41.01,136,23176
"PCK1",7,271,1,0,13,7032,6,48.36,28,215
"MTRR",14,471,1,5,0,54839,25,39.8,126,48368
"PEPD",15,3381,2,10,0,134844,13,53.89,81,130789
"CHST8",3,39,0,0,0,151554,5,50.64,16,148508
"IQSEC2",14,83,0,0,0,95500,18,49.7,46,81520
"VAMP7",14,1286,4,34,0,62476,6,38.77,38,59818
"STAMBP",10,341,2,3,0,44743,11,42.1,70,37058
"MCEE",2,24,0,2,0,20555,5,41.39,10,18938
"POF1B",15,198,0,0,0,102347,2,35.73,43,98334
"NDP",1,56,0,2,0,24728,2,42.23,4,22898
"USP9X",43,698,2,5,0,150944,8,38.5,140,136848
"F13A1",13,501,0,1,0,176928,6,41.74,28,172255
"SERPINB6",8,991,0,7,0,24006,8,47.23,35,19713
"PEX6",18,333,0,3,0,15350,2,52.03,30,11868
"NQO2",13,375,3,0,0,40882,9,47.18,47,29552
"AARS2",20,284,0,1,0,13672,2,54.66,22,9395
"RPS10",11,519,4,2,1,8671,7,47.56,27,7043
"MOCS1",9,441,3,4,0,34973,9,50.32,89,29775
"GNMT",5,97,1,0,0,3122,1,57.22,5,2056
"DNAH8",92,175,0,0,0,315188,5,39.11,357,300227
"CDKN1A",3,370,5,0,0,10879,8,54.4,13,8010
"SOX4",11,519,4,2,1,5851,1,50.73,1,68634
"RREB1",13,117,0,2,0,144383,10,45.65,75,127145
"ATXN1",9,102,0,0,0,462379,10,41.86,36,445907
"RUNX2",7,49,0,0,0,336192,11,40.23,68,328013
"GCM2",3,20,0,0,0,8718,1,44.51,4,6282
"MYRF",25,416,15,3,0,35876,8,59.94,92,25087
"WNT1",2,10,0,0,0,3223,2,64.33,3,1880
"CNOT1",52,1856,7,22,0,109935,23,41.44,263,99136
"BBS2",17,569,2,2,0,53447,21,40.21,105,45125
"GOT2",11,4011,3,1,0,27226,7,44.18,33,23469
"SLC10A2",4,17,0,0,0,22848,1,39.31,5,19075
"IRF1",10,677,2,0,0,9189,11,53.85,46,1394
"UPF3B",11,201,1,2,0,47687,5,42.87,24,16456
"NDUFA1",1,292,0,0,0,5175,1,43.57,2,4412
"BMP4",2,80,9,0,0,9025,9,53.91,17,6380
"PTGER2",11,519,4,2,1,14301,2,42.19,3,11830
"SOX9",1,12,0,0,0,5400,1,53.34,2,1468
"MYH2",38,579,0,0,0,28809,6,39.32,107,22226
"MRPS7",3,507,1,0,0,4699,7,50.49,23,1379
"NUP85",23,1796,4,1,1,30099,25,48.14,200,24926
"SLC25A19",8,405,0,5,0,16529,15,50.68,64,13221
"MSTO1",15,1116,24,51,0,4762,18,52.49,133,132828
"MBOAT7",7,1744,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"IL1B",5,1281,0,1,0,7152,8,45.41,29,4062
"IL37",3,46,0,0,0,5911,5,50.46,15,5078
"PAX8",11,237,4,5,0,62953,13,49.16,74,55662
"POLR1B",16,430,5,2,0,35235,17,42.17,115,28926
"CLPP",4,464,4,1,0,7456,6,54.14,24,5185
"GRIA3",16,188,0,0,0,306762,9,39.27,83,299901
"THOC2",37,757,3,3,0,132495,20,38.09,217,122247
"CD70",2,27,0,0,0,20920,3,48.3,9,19394
"C3",39,2035,4,7,0,52858,18,51.26,90,44572
"OPA3",11,519,4,2,1,74785,3,49.78,3,64790
"RTN2",9,237,2,2,0,11772,14,54.15,71,8544
"PANK2",6,119,2,17,0,41043,10,45.01,28,32210
"TGM3",11,241,1,3,0,45077,2,47.92,15,42397
"FOXA2",1,2,0,0,0,4450,2,62.01,4,1850
"GZF1",5,66,0,1,0,10881,5,44.84,20,5426
"PAX1",3,12,0,0,0,12827,5,50.98,11,6977
"NAPB",10,3121,21,2,0,47000,7,40.72,44,41788
"RBCK1",15,430,9,3,0,23468,15,51.12,72,19643
"SNRPB",7,4278,0,2,0,9219,3,46.19,25,7403
"BMP2",1,12,0,0,0,12616,1,43.78,2,9018
"FLRT3",1,10,0,0,0,14628,3,35.11,4,9441
"OVOL2",2,27,0,0,0,102209,5,46.79,12,100043
"MKKS",5,254,1,1,0,33213,4,38.18,10,26267
"BFSP1",10,124,0,0,0,75315,5,44.74,40,71969
"MGME1",4,64,0,3,0,22209,5,42.82,13,19878
"TBC1D20",9,236,1,1,0,27073,4,46.39,24,21248
"ITPA",6,852,11,1,0,15002,10,50.89,46,13399
"MCM8",19,463,2,3,0,48325,5,39.4,71,40654
"HNRNPR",10,2113,103,0,0,40565,12,38.85,74,31903
"MAX",6,377,0,3,0,96521,19,44.69,56,92097
"GDF5",1,1,0,0,0,21399,2,48.34,4,18781
"CEP250",34,295,3,0,0,64116,14,47.9,134,47865
"KDM5C",26,489,7,13,0,34101,15,48.11,146,25400
"UROD",10,1709,59,1,0,3428,22,52.29,87,523
"ST3GAL3",17,496,5,6,0,225341,39,44.35,317,220932
"TMEM53",2,55,0,1,0,39317,9,51.56,18,35687
"XRCC3",9,444,18,0,0,17895,18,59.79,89,10324
"F10",6,184,1,4,0,26715,7,48.54,36,24368
"SLURP1",1,7,0,0,0,1467,1,63.62,2,933
"UBA2",16,1784,2,1,0,42899,10,42.17,64,38034
"COX6B1",2,783,0,0,0,10638,4,49.06,10,9707
"THRA",8,396,0,0,0,35577,10,54.9,56,28633
"IRF3",8,613,7,3,0,6306,31,57.17,134,2518
"RRAS",4,313,0,1,0,4909,2,59.1,8,3754
"PRR12",12,74,1,1,0,34796,3,55.5,14,27717
"FLRT1",11,519,4,2,1,15985,1,55.55,1,12038
"ASL",16,1053,0,2,0,17760,10,54.6,91,14580
"SBDS",3,334,4,0,0,7924,5,42.81,13,6197
"WNK4",17,118,1,0,0,16258,6,53.94,46,11188
"PRKCG",18,449,0,1,0,28462,4,52.9,74,25056
"GLIS2",4,39,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"NSRP1",11,340,1,0,0,70954,17,38.57,71,66165
"AHDC1",6,27,1,0,0,70396,5,56.39,26,63125
"EMG1",10,599,2,3,0,71935.7808864588,7.97085853885528,46.5924284550954,5,68634
"SSX1",6,139,0,0,0,12127,1,43.72,7,10837
"CFP",10,190,0,0,0,7133,8,55.37,40,1525
"SIX1",11,519,4,2,1,14844,5,50.39,6,9418
"TRMT5",3,23,0,0,0,9907,3,37.97,6,4220
"NUP214",37,772,10,1,0,109109,27,42.09,195,96135
"AVPR2",2,15,4,1,0,4635,5,62.86,11,2408
"MAP2K2",11,911,1,0,0,33808,11,57.42,58,28582
"TIMM8A",11,519,4,2,1,3535,2,45.87,2,909
"ZC4H2",4,417,11,0,0,118911,8,39.24,33,113265
"PPCS",1,90,0,3,0,17268,8,42.3,14,14645
"BCL11B",2,10,2,0,0,102237,3,50.77,6,94386
"MASP1",15,424,5,0,0,74737,15,45.03,75,61597
"IDUA",13,377,1,4,0,17509,12,65.45,72,13523
"FGFRL1",5,122,0,1,0,16961,7,66.74,30,12825
"EMC1",24,1570,14,4,0,35888,14,46.63,90,25259
"ADGRE2",1,13,0,0,0,46148,13,46.71,262,37549
"SIN3B",18,303,1,1,0,50953,12,52.98,75,42196
"EPS15L1",22,1013,2,9,0,116846,16,50.79,187,108440
"GFER",1,37,0,0,0,3542,5,60.99,6,857
"MACF1",102,1344,3,1,0,405861,34,42.57,1004,369503
"SMARCA4",39,2273,94,2,0,104394,19,52.73,399,93562
"KDM4B",27,293,0,0,0,184482,12,57.26,97,169796
"TICAM1",11,519,4,2,1,15772,2,52.43,1,13098
"TUBA4A",2,678,2,0,0,28459,10,49.79,23,24387
"PNKD",9,291,4,0,0,76401,8,51.32,31,71231
"RNF6",4,329,3,1,0,90378,7,40.18,29,85769
"ECHS1",7,1484,0,1,0,11209,1,56.3,7,9600
"AKAP9",49,598,4,3,0,169806,16,36.72,226,151681
"SEM1",2,284,0,1,0,228265,24,37.66,23,220673
"PTPN12",21,616,0,1,0,102796,16,38.16,97,97272
"POR",19,2035,6,4,0,87655,24,50.98,166,81566
"GNAI1",6,323,0,0,0,85447,6,36.74,26,80914
"PEX1",23,488,0,6,0,41511,10,37.11,120,33682
"SGCE",13,469,0,0,0,70979,11,35.25,74,68447
"SRD5A3",4,121,0,0,0,26987,3,44.77,9,22573
"SPINK2",2,90,1,0,0,11882,7,44.64,10,11120
"PAICS",10,1509,1,1,0,28838,8,39.99,47,21332
"KDR",29,289,0,0,0,47112,3,40.69,43,40883
"TUBGCP6",24,345,8,3,18,27303,8,56.93,108,19636
"DGCR8",13,319,0,1,0,31645,10,52.21,65,24342
"ADORA2A",2,10,0,0,0,24481,15,59.24,19,20300
"A4GALT",1,60,0,8,0,29177,5,52.39,5,26238
"IGLL1",1,14,2,0,0,7183,3,55.03,5,6282
"APOL2",7,822,1,0,0,13751,9,49.59,28,10277
"RAC2",6,877,0,0,0,19187,7,57.65,29,16663
"KRT17",6,1293,5,2,0,5405,7,58.64,24,2876
"POT1",21,641,26,1,0,107597,19,34.37,57,102736
"PODXL",6,102,1,0,14,57955,8,50.47,46,51077
"FOXP2",25,271,5,0,0,607445,27,34.83,223,591693
"FLNC",46,853,1,0,0,28897,3,60.86,96,19664
"SMO",11,124,0,0,0,24673,4,49.17,22,20375
"IRF5",10,282,7,5,0,12423,15,56.34,71,8062
"FEZF1",3,18,0,0,0,9297,3,49.29,11,6690
"OPN1SW",3,11,0,0,0,3299,1,48.61,4,2208
"MTX2",10,611,1,1,0,68630,5,35.02,50,66925
"PDE11A",24,235,0,1,0,485087,12,39.14,147,472621
"CHN1",20,650,2,0,0,206006,18,37.22,96,201054
"GAD1",16,990,1,0,0,47938,17,45.82,90,39717
"HOXD10",11,519,4,2,1,11152,3,49.31,4,8464
"HOXD13",11,519,4,2,1,3047,1,48.49,1,809
"HERC2",92,561,0,1,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"SNRPN",21,1269,7,3,1,155086,10,41.92,99,151607
"PSMG2",5,441,0,0,0,67697,10,42.01,16,21015
"EIF2AK4",37,716,0,0,0,101445,11,40.17,166,89527
"TTBK2",15,112,1,0,0,182075,8,39.87,50,170452
"CCDC32",1,1,0,1,0,36374,15,45.99,39,27734
"DLL4",9,100,0,0,0,9732,3,57.1,15,4988
"ALDH1A2",21,417,2,0,0,544442,25,41.16,126,535855
"IVD",10,608,1,0,0,30152,13,50.9,80,23622
"KNSTRN",9,821,5,2,0,11525,16,44.95,81,7882
"DUT",5,855,3,2,0,12362,11,39.96,52,8695
"CLN6",5,371,1,2,0,50219,25,47.26,40,46003
"VPS13C",83,822,0,0,0,208084,10,34.88,349,191379
"LOXL1",5,111,0,1,0,26148,5,55.02,20,22518
"MBD4",6,273,1,11,0,9235,10,39.9,44,5886
"COPB1",18,1036,1,1,0,56587,12,38.27,76,51483
"PALLD",23,410,1,1,0,431391,17,39.87,147,421308
"MYOD1",1,21,0,0,0,2563,1,63.73,2,765
"KCNC1",2,0,0,0,0,122030,13,48.8,6,38405
"CSRP3",5,181,1,0,0,28543,2,42.88,11,27084
"AIPL1",4,335,4,0,0,41506,11,49.33,46,37527
"KIF1C",22,677,0,0,0,30453,4,53.87,34,21899
"MPDU1",8,1206,31,15,0,9260,27,56.21,113,5995
"NRL",3,22,0,0,0,34907,6,49.83,11,31801
"QRICH2",18,114,1,0,0,33949,5,53.1,53,28194
"FOXJ1",1,1,0,0,0,4966,1,63.84,2,2328
"RHBDF2",22,356,15,1,0,30899,18,57.78,113,23991
"FGF13",9,207,0,0,0,608046,8,39.07,37,587451
"TTI2",7,67,1,0,0,40215,6,42.98,25,36446
"CDKN1C",2,63,0,1,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"SGO1",1,11,0,0,0,25699,13,37.06,103,21885
"CDH15",12,125,0,1,0,23725,3,62.55,19,19111
"DOHH",3,66,0,0,0,10119,5,56.58,16,7737
"TNNI3",6,259,1,1,0,6006,9,57.72,32,3978
"GAMT",4,428,0,0,0,4544,5,64.25,12,2745
"ERMARD",1,1,1,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"KCNA5",11,519,4,2,1,2799,1,58.57,0,68634
"DOCK6",49,513,1,0,23,63186,16,53.76,146,50794
"LDLR",17,1475,10,10,0,44454,14,51.08,130,36756
"PRKCSH",19,8744,35,51,2,15680,20,56.85,155,10523
"APOE",2,1165,8,0,0,3639,5,60.96,12,1452
"TOMM40",8,1272,26,4,0,13120,7,56.25,45,9519
"DPP6",28,398,1,0,0,1007188,16,43.87,130,1088271
"KIF1A",49,1183,4,1,0,106544,13,58.61,186,94241
"GTPBP3",9,433,10,2,0,7815,28,56.97,106,3290
"PLVAP",4,100,2,0,0,25902,3,51.72,10,23603
"COLGALT1",10,234,1,0,0,27568,6,52.86,28,22683
"RTN4IP1",7,101,0,1,0,57516,4,41.03,15,55552
"QRSL1",10,678,3,0,0,38839,3,39.53,19,33398
"RSPH3",7,86,1,0,0,27316,4,39.75,24,20763
"ACTN4",21,1658,5,1,0,83934,11,53.01,79,77856
"NDUFA10",12,986,3,3,0,132952,14,48.44,69,123453
"EPO",3,28,0,0,0,2900,1,58.01,4,1575
"ARPC1B",7,2053,4,21,0,20552,21,56.01,85,16588
"ZSWIM6",12,21,0,0,0,213897,1,38.17,13,208410
"FCHO1",28,786,5,26,0,40850,36,53.75,392,35180
"UNC13A",43,217,0,0,0,87037,7,52.17,261,75873
"SCO2",11,519,4,2,1,2038,2,63.66,6,1514
"PXDN",25,400,0,0,0,112965,14,49.9,86,101736
"TRPM4",25,484,0,1,0,54095,14,50.3,180,47514
"SAG",20,355,13,2,0,39239,16,48.72,110,27368
"TNNT3",18,1393,3,0,0,19144,15,61.19,220,16570
"TNNI2",6,108,0,2,0,2691,6,65.12,26,1620
"COL5A1",64,1125,1,1,4,203069,8,56,82,191950
"ATXN10",15,1366,1,2,0,173509,12,40.57,51,168431
"TUBGCP2",19,989,16,3,0,33707,10,55.72,101,26046
"MNX1",1,6,0,0,0,16600,8,55.77,11,12403
"GATA5",5,25,0,0,0,12473,1,61.66,6,9885
"LAMA5",79,915,3,4,0,59357,14,61.89,145,44735
"OSBPL2",15,747,9,1,0,64291,11,52.75,41,53280
"ASS1",16,3090,1,9,0,56345,10,55.65,80,53313
"PRDM12",3,8,0,0,0,18387,1,55.2,4,15916
"EXOSC2",8,986,9,11,0,11173,11,47.74,62,6940
"POMT1",20,1373,13,11,0,20904,16,53.31,198,14839
"TRIM28",17,4001,13,18,0,6631,15,59.3,80,2611
"EIF2S3",11,2272,4,1,0,23255,5,41.58,18,19795
"CCDC62",13,117,0,1,0,53201,6,44.81,52,48735
"ANGPTL6",4,25,0,0,0,10458,4,53.5,15,8283
"DNMT1",43,1270,5,3,0,97941,29,50.43,264,88183
"SLC6A8",12,611,3,1,0,8494,10,64.7,46,3008
"DKC1",15,1349,2,3,0,14947,13,45.62,63,10759
"UBE4B",27,615,1,1,0,148407,10,44.12,111,139299
"CASZ1",19,141,0,0,0,160046,9,56.73,52,148734
"HSD17B3",10,123,0,1,0,66846,7,43.25,38,64806
"FBP2",5,38,0,0,0,35073,1,45.28,6,33775
"UBA1",31,3635,21,5,0,24267,9,51.31,94,17859
"SYNE1",149,1302,6,2,0,516117,40,38.41,1337,470620
"COX4I2",4,27,0,0,0,7118,2,52.35,7,6430
"ZNF341",13,226,0,4,0,60612,5,49.23,56,55170
"EDA2R",6,82,0,10,0,43661,4,39.73,31,40081
"ARHGEF9",15,232,4,2,0,174307,38,40.8,64,143920
"GFAP",7,2746,27,1,0,13776,38,56.14,70,5858
"ATP6V1E1",8,2836,2,0,0,36682,9,45.05,44,33480
"ZNF141",3,74,1,0,0,47050,6,40.31,15,41313
"COX4I1",4,1673,4,8,0,8411,18,50.84,47,3623
"CHMP1A",5,1038,2,9,0,13414,10,58.66,43,10213
"COX7B",3,332,0,0,0,7935,3,40.81,6,4915
"SLC34A1",12,108,1,0,0,19613,5,54.73,35,15096
"F12",11,134,0,1,17,7436,6,57.9,27,4678
"PPT1",8,4710,8,0,0,24998,10,44.07,66,21705
"RLIM",3,128,1,0,0,29400,2,38.47,7,21026
"ABCB7",14,655,85,0,0,103560,10,35.98,76,100649
"TRAF3",13,149,0,0,0,134024,9,45.83,65,125776
"MRPS25",3,318,0,5,0,22875,7,47.97,16,17498
"SLC6A6",14,187,1,1,0,86773,11,52.21,72,78537
"KCNC3",4,12,0,0,0,21578,3,59.36,14,15308
"PDLIM4",6,204,1,0,0,15783,7,56.99,23,12598
"TUBG1",9,1515,1,6,0,5558,5,53.1,30,3158
"RPL27",3,2829,0,3,0,4686,8,49.84,22,2664
"PSMC3IP",8,488,2,11,0,5516,9,48.67,55,2950
"NDUFA2",1,200,0,0,0,9045,4,50.9,6,7560
